Nombre,Precio,Media,Total_puntos,Equipo,Puntos,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
Kieran Tierney,1.791.822€,,,Real Sociedad,15.0,8.0,448.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,38.0,33.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
Sergio Ramos,11.642.679€,,,Sevilla FC,15.0,5.0,180.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,12.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raíllo,2.385.538€,,,RCD Mallorca,14.0,9.0,411.0,0.0,0.0,0.0,8.0,6.0,3.0,1.0,39.0,79.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Acuña,1.234.156€,,,Sevilla FC,14.0,4.0,140.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
San Emeterio,590.839€,,,Cádiz CF,14.0,13.0,118.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arambarri,966.111€,,,Getafe CF,14.0,7.0,337.0,0.0,0.0,0.0,2.0,7.0,3.0,2.0,28.0,41.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
González,474.209€,,,Valencia CF,14.0,9.0,31.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxi Gómez,1.196.805€,,,Cádiz CF,14.0,11.0,406.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,9.0,70.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Roman Yaremchuk,725.504€,,,Valencia CF,14.0,9.0,173.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,33.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kouame,501.158€,,,Cádiz CF,14.0,7.0,364.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,31.0,25.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Raúl,711.237€,,,C.A. Osasuna,14.0,8.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,28.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozo,517.807€,,,UD Almería,13.0,12.0,400.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,27.0,79.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milla,518.248€,,,Getafe CF,13.0,4.0,223.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,21.0,41.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tapia,535.500€,,,RC Celta,13.0,13.0,197.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,15.0,25.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Cervi,530.295€,,,RC Celta,13.0,9.0,169.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,20.0,23.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Paco Lopez,476.252€,,,Granada CF,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Alonso,699.460€,,,FC Barcelona,13.0,12.0,160.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,14.0,23.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Benitez Maudes,533.788€,,,RC Celta,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tenaglia,627.990€,,,Deportivo Alavés,13.0,12.0,96.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,7.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho Vidal,496.726€,,,C.A. Osasuna,13.0,14.0,60.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeray,1.105.734€,,,Athletic Club,12.0,5.0,184.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,14.0,20.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kevin Vázquez,487.846€,,,RC Celta,12.0,14.0,334.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,19.0,38.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Petrovic,495.008€,,,Granada CF,12.0,14.0,85.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,9.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sobrino,519.597€,,,Cádiz CF,12.0,12.0,366.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,43.0,59.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Mendes,476.915€,,,UD Almería,11.0,9.0,370.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,25.0,63.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Copete,585.987€,,,RCD Mallorca,11.0,13.0,467.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,36.0,39.0,0.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Jordán,542.878€,,,Sevilla FC,11.0,13.0,255.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,18.0,27.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Carles Pérez,663.924€,,,RC Celta,11.0,9.0,237.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,18.0,37.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Prados,475.469€,,,Athletic Club,11.0,9.0,89.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ristic,504.215€,,,RC Celta,11.0,6.0,356.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,31.0,67.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacheta,749.586€,,,Villarreal CF,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiko Femenía,475.855€,,,Villarreal CF,10.0,14.0,197.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,14.0,24.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Miguel Rodríguez,549.462€,,,RC Celta,10.0,14.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Benito J,484.420€,,,UD Las Palmas,10.0,5.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juanpe,508.013€,,,Girona FC,9.0,13.0,118.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,11.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Angileri,476.980€,,,Getafe CF,9.0,13.0,75.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,10.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ceballos,672.350€,,,Real Madrid,9.0,6.0,87.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arnau Puigmal,476.930€,,,UD Almería,9.0,14.0,231.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,17.0,36.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Juan Cruz,484.672€,,,Real Betis,9.0,11.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kone,640.901€,,,UD Almería,9.0,7.0,163.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibañez,799.645€,,,C.A. Osasuna,9.0,11.0,187.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,24.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Aitor Fdez,643.084€,,,C.A. Osasuna,8.0,14.0,280.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,33.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
Raúl F,620.464€,,,Granada CF,8.0,8.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,36.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Galán,915.057€,,,Atlético de Madrid,8.0,13.0,83.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,8.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lemar,732.904€,,,Atlético de Madrid,8.0,3.0,167.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mfulu,495.656€,,,UD Las Palmas,8.0,11.0,66.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Negredo,545.791€,,,Cádiz CF,8.0,13.0,35.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unai G,485.923€,,,Athletic Club,8.0,14.0,268.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,12.0,30.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Domínguez,508.891€,,,RC Celta,8.0,11.0,249.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,13.0,43.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Navarro,493.843€,,,Cádiz CF,8.0,5.0,216.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,15.0,35.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carreras,558.160€,,,Granada CF,7.0,14.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,29.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando,561.469€,,,UD Almería,7.0,12.0,177.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,18.0,36.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Manafá,521.332€,,,Granada CF,7.0,14.0,122.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trigueros,525.546€,,,Villarreal CF,7.0,12.0,93.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,13.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Altimira,491.462€,,,Real Betis,7.0,10.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bartra,1.267.733€,,,Real Betis,7.0,5.0,225.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,17.0,19.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sergi Guardiola,766.210€,,,Cádiz CF,7.0,8.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Söyüncü,903.694€,,,Atlético de Madrid,6.0,7.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl García,500.157€,,,Athletic Club,6.0,14.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lozano,531.439€,,,Getafe CF,6.0,11.0,180.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,14.0,29.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Andrei,475.469€,,,Rayo Vallecano,6.0,6.0,169.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,5.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariano,838.242€,,,Sevilla FC,6.0,11.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Iñaki Peña,641.038€,,,FC Barcelona,5.0,11.0,90.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curbelo,490.414€,,,UD Las Palmas,5.0,13.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,15.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Olasagasti,479.114€,,,Real Sociedad,5.0,12.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herrera,495.229€,,,UD Las Palmas,5.0,14.0,93.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weissman,754.235€,,,Granada CF,5.0,7.0,51.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Ángel Tena,857.594€,,,Villarreal CF,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariño,471.433€,,,UD Almería,4.0,14.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Chust,524.739€,,,Cádiz CF,4.0,5.0,156.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo,521.822€,,,Girona FC,4.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perea,491.782€,,,Granada CF,4.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Mari,473.235€,,,Cádiz CF,4.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
André Silva,905.538€,,,Real Sociedad,4.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vicente Moreno Peris,501.106€,,,UD Almería,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Januzaj,1.177.794€,,,Sevilla FC,4.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gozálbez,474.209€,,,Valencia CF,4.0,10.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,468.617€,,,Valencia CF,4.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Llabrés,510.066€,,,RCD Mallorca,4.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesús Vázquez,485.059€,,,Valencia CF,3.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lemos S,485.080€,,,UD Las Palmas,3.0,10.0,193.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,33.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sinkgraven,530.802€,,,UD Las Palmas,3.0,10.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Pubill,542.209€,,,UD Almería,3.0,3.0,247.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,19.0,44.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fekir,8.763.929€,,,Real Betis,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nico Paz,479.274€,,,Real Madrid,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhon Solis,524.262€,,,Girona FC,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Gil,475.541€,,,Cádiz CF,2.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Militão,2.140.800€,,,Real Madrid,2.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odriozola,500.278€,,,Real Sociedad,2.0,9.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl,547.851€,,,Granada CF,2.0,2.0,96.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,8.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pozo,506.386€,,,Sevilla FC,2.0,5.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milla,479.841€,,,Cádiz CF,2.0,10.0,55.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tapia,472.456€,,,Rayo Vallecano,2.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cervi,593.804€,,,Sevilla FC,2.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paco Lopez,477.387€,,,Girona FC,2.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Alonso,480.880€,,,Cádiz CF,2.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Benitez Maudes,468.587€,,,Valencia CF,2.0,10.0,103.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tenaglia,479.003€,,,Real Sociedad,2.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho Vidal,524.436€,,,Deportivo Alavés,1.0,12.0,141.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeray,507.072€,,,Cádiz CF,1.0,13.0,162.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,8.0,30.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kevin Vázquez,505.539€,,,Granada CF,1.0,7.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petrovic,485.786€,,,Athletic Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sobrino,467.985€,,,UD Almería,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mendes,1.877.671€,,,Real Madrid,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Copete,474.069€,,,UD Las Palmas,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordán,466.915€,,,Valencia CF,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carles Pérez,491.089€,,,Valencia CF,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prados,480.076€,,,Atlético de Madrid,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ristic,489.768€,,,Athletic Club,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacheta,476.663€,,,RCD Mallorca,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiko Femenía,640.448€,,,Villarreal CF,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Rodríguez,496.189€,,,Girona FC,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benito J,517.029€,,,RC Celta,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juanpe,482.832€,,,Getafe CF,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angileri,496.822€,,,C.A. Osasuna,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceballos,511.778€,,,Deportivo Alavés,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arnau Puigmal,829.099€,,,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Cruz,508.875€,,,Sevilla FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kone,509.338€,,,Villarreal CF,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibañez,479.649€,,,Real Sociedad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aitor Fdez,470.394€,,,Rayo Vallecano,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Raúl F,495.549€,,,Girona FC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Galán,1.540.916€,,,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lemar,666.807€,,,Getafe CF,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mfulu,471.498€,,,Granada CF,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Negredo,478.447€,,,Rayo Vallecano,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
